recorded_time,temperature,sensor_type
2025-12-23T00:00,0.39706136077619547,UNKNOWN
2025-12-23T00:01,0.39706136077619547,UNKNOWN
2025-12-23T00:02,0.39706136077619547,UNKNOWN
2025-12-23T00:03,0.29706136077619405,UNKNOWN
2025-12-23T00:04,0.29706136077619405,UNKNOWN
2025-12-23T00:05,0.29706136077619405,UNKNOWN
2025-12-23T00:06,0.29706136077619405,UNKNOWN
2025-12-23T00:07,0.39706136077619547,UNKNOWN
2025-12-23T00:08,0.29706136077619405,UNKNOWN
2025-12-23T00:09,0.39706136077619547,UNKNOWN
2025-12-23T00:10,0.39706136077619547,UNKNOWN
2025-12-23T00:11,0.39706136077619547,UNKNOWN
2025-12-23T00:12,0.39706136077619547,UNKNOWN
2025-12-23T00:13,0.39706136077619547,UNKNOWN
2025-12-23T00:14,0.39706136077619547,UNKNOWN
2025-12-23T00:15,0.39706136077619547,UNKNOWN
2025-12-23T00:16,0.39706136077619547,UNKNOWN
2025-12-23T00:17,0.39706136077619547,UNKNOWN
2025-12-23T00:18,0.39706136077619547,UNKNOWN
2025-12-23T00:19,0.39706136077619547,UNKNOWN
2025-12-23T00:20,0.39706136077619547,UNKNOWN
2025-12-23T00:21,0.29706136077619405,UNKNOWN
2025-12-23T00:22,0.39706136077619547,UNKNOWN
2025-12-23T00:23,0.29706136077619405,UNKNOWN
2025-12-23T00:24,0.29706136077619405,UNKNOWN
2025-12-23T00:26,0.29706136077619405,UNKNOWN
2025-12-23T00:27,0.29706136077619405,UNKNOWN
2025-12-23T00:28,0.29706136077619405,UNKNOWN
2025-12-23T00:29,0.29706136077619405,UNKNOWN
2025-12-23T00:30,0.29706136077619405,UNKNOWN
2025-12-23T00:31,0.29706136077619405,UNKNOWN
2025-12-23T00:32,0.29706136077619405,UNKNOWN
2025-12-23T00:33,0.29706136077619405,UNKNOWN
2025-12-23T00:34,0.29706136077619405,UNKNOWN
2025-12-23T00:35,0.29706136077619405,UNKNOWN
2025-12-23T00:36,0.09706136077619476,UNKNOWN
