timestamp,ratio,label,data source
2025-09-30,0.6431784094490298,UNDER_TRAINING,Fitbit App
2025-10-01,0.9606077904610355,OPTIMAL_TRAINING,Fitbit App
2025-10-02,1.059924850243983,OPTIMAL_TRAINING,Fitbit App
2025-10-03,0.783128619164369,OPTIMAL_TRAINING,Fitbit App
2025-10-04,0.6263681155482713,UNDER_TRAINING,Fitbit App
2025-10-05,0.6840892604752629,UNDER_TRAINING,Fitbit App
2025-10-06,0.6962648760862948,UNDER_TRAINING,Fitbit App
2025-10-07,0.7454342669914236,OPTIMAL_TRAINING,Fitbit App
2025-10-08,0.4143109616112849,UNDER_TRAINING,Fitbit App
2025-10-09,0.3226367198510742,UNDER_TRAINING,Fitbit App
2025-10-10,0.34261651020381734,UNDER_TRAINING,Fitbit App
2025-10-11,0.45266907412793744,UNDER_TRAINING,Fitbit App
2025-10-12,0.44716689075710636,UNDER_TRAINING,Fitbit App
2025-10-13,0.37006361626137013,UNDER_TRAINING,Fitbit App
2025-10-14,0.35638342182217214,UNDER_TRAINING,Fitbit App
2025-10-15,0.3702730661446351,UNDER_TRAINING,Fitbit App
2025-10-16,0.45763529469439823,UNDER_TRAINING,Fitbit App
2025-10-17,0.9487478474408069,OPTIMAL_TRAINING,Fitbit App
2025-10-18,0.973441419976697,OPTIMAL_TRAINING,Fitbit App
2025-10-19,1.075211782494499,OPTIMAL_TRAINING,Fitbit App
2025-10-20,1.1746764481669723,OPTIMAL_TRAINING,Fitbit App
2025-10-21,1.5565437667683522,OVER_TRAINING,Fitbit App
2025-10-22,1.7107601745411998,OVER_TRAINING,Fitbit App
2025-10-23,1.73216164894255,OVER_TRAINING,Fitbit App
2025-10-24,1.7715709769742545,OVER_TRAINING,Fitbit App
2025-10-25,2.091700135686438,OVER_TRAINING,Fitbit App
2025-10-26,2.1502928980623373,OVER_TRAINING,Fitbit App
2025-10-27,2.1273584702942325,OVER_TRAINING,Fitbit App
2025-10-28,1.8141506307050763,OVER_TRAINING,Fitbit App
2025-10-29,1.980402046935785,OVER_TRAINING,Fitbit App
2025-10-30,1.8480492752062723,OVER_TRAINING,Fitbit App
2025-10-31,1.2181796914696805,OPTIMAL_TRAINING,Fitbit App
2025-11-01,1.012470159688516,OPTIMAL_TRAINING,Fitbit App
2025-11-02,0.9755658149516668,OPTIMAL_TRAINING,Fitbit App
2025-11-03,0.9927414092008354,OPTIMAL_TRAINING,Fitbit App
2025-11-04,1.0414213528804803,OPTIMAL_TRAINING,Fitbit App
2025-11-05,0.693163632349752,UNDER_TRAINING,Fitbit App
2025-11-06,0.6942441369545552,UNDER_TRAINING,Fitbit App
2025-11-07,0.660490731815467,UNDER_TRAINING,Fitbit App
2025-11-08,0.43705002748289234,UNDER_TRAINING,Fitbit App
2025-11-09,0.4274448277734133,UNDER_TRAINING,Fitbit App
2025-11-10,0.527676663507179,UNDER_TRAINING,Fitbit App
2025-11-11,0.49562629050423007,UNDER_TRAINING,Fitbit App
2025-11-12,0.44336053762727823,UNDER_TRAINING,Fitbit App
2025-11-13,0.47071166565717143,UNDER_TRAINING,Fitbit App
2025-11-14,0.5583755680016236,UNDER_TRAINING,Fitbit App
2025-11-15,0.444640691540832,UNDER_TRAINING,Fitbit App
2025-11-16,0.3958195685397585,UNDER_TRAINING,Fitbit App
2025-11-17,0.2540044378759727,UNDER_TRAINING,Fitbit App
2025-11-18,0.45009628095266174,UNDER_TRAINING,Fitbit App
2025-11-19,0.6294096468630743,UNDER_TRAINING,Fitbit App
2025-11-20,0.776980174700967,OPTIMAL_TRAINING,Fitbit App
2025-11-21,1.1155081173269052,OPTIMAL_TRAINING,Fitbit App
2025-11-22,1.3485698496104583,OVER_TRAINING,Fitbit App
2025-11-23,1.3589098779679134,OVER_TRAINING,Fitbit App
2025-11-24,1.3714011352845152,OVER_TRAINING,Fitbit App
2025-11-25,1.213840643500705,OPTIMAL_TRAINING,Fitbit App
2025-11-26,1.306485967962281,OVER_TRAINING,Fitbit App
2025-11-27,1.0570236724678943,OPTIMAL_TRAINING,Fitbit App
2025-11-28,0.6927378854831191,UNDER_TRAINING,Fitbit App
2025-11-29,0.8228455419332545,OPTIMAL_TRAINING,Fitbit App
2025-11-30,0.8500743605432622,OPTIMAL_TRAINING,Fitbit App
2025-12-05,0.25798467930412883,UNDER_TRAINING,Fitbit App
2025-12-06,1.1471685520827815,OPTIMAL_TRAINING,Fitbit App
2025-12-07,1.3726002153445591,OVER_TRAINING,Fitbit App
2025-12-08,1.458848773685229,OVER_TRAINING,Fitbit App
2025-12-09,1.4665648667585311,OVER_TRAINING,Fitbit App
2025-12-10,1.5635218278350806,OVER_TRAINING,Fitbit App
2025-12-11,1.605935020793074,OVER_TRAINING,Fitbit App
2025-12-12,1.677712421156277,OVER_TRAINING,Fitbit App
2025-12-13,0.7984739278910659,OPTIMAL_TRAINING,Fitbit App
2025-12-14,0.3172856891863543,UNDER_TRAINING,Fitbit App
2025-12-16,0.45620365118893086,UNDER_TRAINING,Fitbit App
2025-12-17,0.5108964565682667,UNDER_TRAINING,Fitbit App
2025-12-18,0.5277438592858748,UNDER_TRAINING,Fitbit App
2025-12-19,0.4702848828200336,UNDER_TRAINING,Fitbit App
2026-01-07,0.8164234607862103,OPTIMAL_TRAINING,Fitbit App
2026-01-08,1.0140998378368526,OPTIMAL_TRAINING,Fitbit App
2026-01-09,1.1270522867714614,OPTIMAL_TRAINING,Fitbit App
2026-01-10,1.1179479648038146,OPTIMAL_TRAINING,Fitbit App
2026-01-11,1.139042760031119,OPTIMAL_TRAINING,Fitbit App
2026-01-12,1.2877214959517664,OPTIMAL_TRAINING,Fitbit App
2026-01-13,1.072064678305845,OPTIMAL_TRAINING,Fitbit App
2026-01-14,1.374408594248768,OVER_TRAINING,Fitbit App
2026-01-15,1.228052582683436,OPTIMAL_TRAINING,Fitbit App
2026-01-16,0.9677750612151147,OPTIMAL_TRAINING,Fitbit App
2026-01-17,1.122529711368979,OPTIMAL_TRAINING,Fitbit App
2026-01-18,1.0558746826418546,OPTIMAL_TRAINING,Fitbit App
2026-01-19,1.4418253041392612,OVER_TRAINING,Fitbit App
2026-01-20,1.6391633113054398,OVER_TRAINING,Fitbit App
2026-01-21,1.414167971697205,OVER_TRAINING,Fitbit App
2026-01-22,1.5817052600729504,OVER_TRAINING,Fitbit App
2026-01-23,1.6207912353382792,OVER_TRAINING,Fitbit App
2026-01-24,1.620622362620863,OVER_TRAINING,Fitbit App
2026-01-25,1.2955971231464698,OPTIMAL_TRAINING,Fitbit App
2026-01-26,1.1034780218922757,OPTIMAL_TRAINING,Fitbit App
2026-01-27,0.8787505505397241,OPTIMAL_TRAINING,Fitbit App
2026-01-28,0.7349080626865128,OPTIMAL_TRAINING,Fitbit App
2026-01-29,0.6380881015659701,UNDER_TRAINING,Fitbit App
2026-01-30,0.8869697750891222,OPTIMAL_TRAINING,Fitbit App
2026-01-31,0.8863940497340358,OPTIMAL_TRAINING,Fitbit App
2026-02-01,0.8798161855476967,OPTIMAL_TRAINING,Fitbit App
2026-02-07,0.7202794841561689,OPTIMAL_TRAINING,Fitbit App
2026-02-08,0.6486317059894792,UNDER_TRAINING,Fitbit App
2026-02-09,0.4811747350161708,UNDER_TRAINING,Fitbit App
2026-02-10,0.41832677804765833,UNDER_TRAINING,Fitbit App
2026-02-11,0.45909249548439635,UNDER_TRAINING,Fitbit App
2026-02-12,0.46581239172607924,UNDER_TRAINING,Fitbit App
2026-02-13,0.6222207753956502,UNDER_TRAINING,Fitbit App
2026-02-14,0.5148888514249593,UNDER_TRAINING,Fitbit App
2026-02-15,0.5312774456703386,UNDER_TRAINING,Fitbit App
2026-02-16,0.7745236635991198,OPTIMAL_TRAINING,Fitbit App
2026-02-17,0.8714975737146932,OPTIMAL_TRAINING,Fitbit App
2026-02-18,0.9113177371186204,OPTIMAL_TRAINING,Fitbit App
2026-02-19,1.0213976940487521,OPTIMAL_TRAINING,Fitbit App
2026-02-20,0.6664488571030789,UNDER_TRAINING,Fitbit App
2026-02-21,0.6443613969108783,UNDER_TRAINING,Fitbit App
2026-02-22,0.6458500453136474,UNDER_TRAINING,Fitbit App
2026-02-23,0.38253274050691055,UNDER_TRAINING,Fitbit App
2026-02-24,0.48481769254559465,UNDER_TRAINING,Fitbit App
2026-02-25,0.4956345539168798,UNDER_TRAINING,Fitbit App
2026-02-26,0.5596687634461044,UNDER_TRAINING,Fitbit App
2026-02-27,0.8718104487885361,OPTIMAL_TRAINING,Fitbit App
2026-02-28,0.7691356762152881,OPTIMAL_TRAINING,Fitbit App
