timestamp,calories,data source
2025-03-01T01:33:00Z,1.49,Fitbit App
2025-03-01T01:34:00Z,1.49,Fitbit App
2025-03-01T01:35:00Z,1.49,Fitbit App
2025-03-01T01:36:00Z,1.49,Fitbit App
2025-03-01T01:37:00Z,1.49,Fitbit App
2025-03-01T01:38:00Z,1.49,Fitbit App
2025-03-01T01:39:00Z,1.49,Fitbit App
2025-03-01T01:40:00Z,1.49,Fitbit App
2025-03-01T01:41:00Z,1.49,Fitbit App
2025-03-01T01:42:00Z,1.49,Fitbit App
2025-03-01T01:43:00Z,1.49,Fitbit App
2025-03-01T01:44:00Z,1.49,Fitbit App
2025-03-01T01:45:00Z,1.49,Fitbit App
2025-03-01T01:46:00Z,1.49,Fitbit App
2025-03-01T01:47:00Z,1.49,Fitbit App
2025-03-01T01:48:00Z,1.49,Fitbit App
2025-03-01T01:49:00Z,1.49,Fitbit App
2025-03-01T01:50:00Z,1.49,Fitbit App
2025-03-01T01:51:00Z,1.49,Fitbit App
2025-03-01T01:52:00Z,1.49,Fitbit App
2025-03-01T01:53:00Z,1.49,Fitbit App
2025-03-01T01:54:00Z,1.49,Fitbit App
2025-03-01T01:55:00Z,1.49,Fitbit App
2025-03-01T01:56:00Z,1.49,Fitbit App
2025-03-01T01:57:00Z,1.49,Fitbit App
2025-03-01T01:58:00Z,1.49,Fitbit App
2025-03-01T01:59:00Z,1.49,Fitbit App
2025-03-01T02:00:00Z,1.49,Fitbit App
2025-03-01T02:01:00Z,1.49,Fitbit App
2025-03-01T02:02:00Z,1.49,Fitbit App
2025-03-01T02:03:00Z,1.49,Fitbit App
2025-03-01T02:04:00Z,1.49,Fitbit App
2025-03-01T02:05:00Z,1.49,Fitbit App
2025-03-01T02:06:00Z,1.49,Fitbit App
2025-03-01T02:07:00Z,1.49,Fitbit App
2025-03-01T02:08:00Z,1.49,Fitbit App
2025-03-01T02:09:00Z,1.49,Fitbit App
2025-03-01T02:10:00Z,1.49,Fitbit App
2025-03-01T02:11:00Z,1.49,Fitbit App
2025-03-01T02:12:00Z,1.49,Fitbit App
2025-03-01T02:13:00Z,1.49,Fitbit App
2025-03-01T02:14:00Z,1.49,Fitbit App
2025-03-01T02:15:00Z,1.49,Fitbit App
2025-03-01T02:16:00Z,1.49,Fitbit App
2025-03-01T02:17:00Z,1.49,Fitbit App
2025-03-01T02:18:00Z,1.49,Fitbit App
2025-03-01T02:19:00Z,1.49,Fitbit App
2025-03-01T02:20:00Z,1.49,Fitbit App
2025-03-01T02:21:00Z,1.49,Fitbit App
2025-03-01T02:22:00Z,1.49,Fitbit App
2025-03-01T02:23:00Z,1.49,Fitbit App
2025-03-01T02:24:00Z,1.49,Fitbit App
2025-03-01T02:25:00Z,1.49,Fitbit App
2025-03-01T02:26:00Z,1.49,Fitbit App
2025-03-01T02:27:00Z,1.49,Fitbit App
2025-03-01T02:28:00Z,1.49,Fitbit App
2025-03-01T02:29:00Z,1.49,Fitbit App
2025-03-01T02:30:00Z,1.49,Fitbit App
2025-03-01T02:31:00Z,1.49,Fitbit App
2025-03-01T02:32:00Z,1.49,Fitbit App
2025-03-01T02:33:00Z,1.49,Fitbit App
2025-03-01T02:34:00Z,1.49,Fitbit App
2025-03-01T02:35:00Z,1.49,Fitbit App
2025-03-01T02:36:00Z,1.49,Fitbit App
2025-03-01T02:37:00Z,1.49,Fitbit App
2025-03-01T02:38:00Z,1.49,Fitbit App
2025-03-01T02:39:00Z,1.49,Fitbit App
2025-03-01T02:40:00Z,1.49,Fitbit App
2025-03-01T02:41:00Z,1.49,Fitbit App
2025-03-01T02:42:00Z,1.49,Fitbit App
2025-03-01T02:43:00Z,1.49,Fitbit App
2025-03-01T02:44:00Z,1.49,Fitbit App
2025-03-01T02:45:00Z,1.49,Fitbit App
2025-03-01T02:46:00Z,1.49,Fitbit App
2025-03-01T02:47:00Z,1.49,Fitbit App
2025-03-01T02:48:00Z,1.49,Fitbit App
2025-03-01T02:49:00Z,1.49,Fitbit App
2025-03-01T02:50:00Z,1.49,Fitbit App
2025-03-01T02:51:00Z,1.49,Fitbit App
2025-03-01T02:52:00Z,1.49,Fitbit App
2025-03-01T02:53:00Z,1.49,Fitbit App
2025-03-01T02:54:00Z,1.49,Fitbit App
2025-03-01T02:55:00Z,1.49,Fitbit App
2025-03-01T02:56:00Z,1.49,Fitbit App
2025-03-01T02:57:00Z,1.49,Fitbit App
2025-03-01T02:58:00Z,1.49,Fitbit App
2025-03-01T02:59:00Z,1.49,Fitbit App
2025-03-01T03:00:00Z,1.49,Fitbit App
2025-03-01T03:01:00Z,1.49,Fitbit App
2025-03-01T03:02:00Z,1.49,Fitbit App
2025-03-01T03:03:00Z,1.49,Fitbit App
2025-03-01T03:04:00Z,1.49,Fitbit App
2025-03-01T03:05:00Z,1.49,Fitbit App
2025-03-01T03:06:00Z,1.49,Fitbit App
2025-03-01T03:07:00Z,1.49,Fitbit App
2025-03-01T03:08:00Z,1.49,Fitbit App
2025-03-01T03:09:00Z,1.49,Fitbit App
2025-03-01T03:10:00Z,1.49,Fitbit App
2025-03-01T03:11:00Z,1.49,Fitbit App
2025-03-01T03:12:00Z,1.49,Fitbit App
2025-03-01T03:13:00Z,1.49,Fitbit App
2025-03-01T03:14:00Z,1.49,Fitbit App
2025-03-01T03:15:00Z,1.49,Fitbit App
2025-03-01T03:16:00Z,1.49,Fitbit App
2025-03-01T03:17:00Z,1.49,Fitbit App
2025-03-01T03:18:00Z,1.49,Fitbit App
2025-03-01T03:19:00Z,1.49,Fitbit App
2025-03-01T03:20:00Z,1.49,Fitbit App
2025-03-01T03:21:00Z,1.49,Fitbit App
2025-03-01T03:22:00Z,1.49,Fitbit App
2025-03-01T03:23:00Z,1.49,Fitbit App
2025-03-01T03:24:00Z,1.49,Fitbit App
2025-03-01T03:25:00Z,1.49,Fitbit App
2025-03-01T03:26:00Z,1.49,Fitbit App
2025-03-01T03:27:00Z,1.49,Fitbit App
2025-03-01T03:28:00Z,1.49,Fitbit App
2025-03-01T03:29:00Z,1.49,Fitbit App
2025-03-01T03:30:00Z,1.49,Fitbit App
2025-03-01T03:31:00Z,1.49,Fitbit App
2025-03-01T03:32:00Z,1.49,Fitbit App
2025-03-01T03:33:00Z,1.49,Fitbit App
2025-03-01T03:34:00Z,1.49,Fitbit App
2025-03-01T03:35:00Z,1.49,Fitbit App
2025-03-01T03:36:00Z,1.49,Fitbit App
2025-03-01T03:37:00Z,1.49,Fitbit App
2025-03-01T03:38:00Z,1.49,Fitbit App
2025-03-01T03:39:00Z,1.49,Fitbit App
2025-03-01T03:40:00Z,1.49,Fitbit App
2025-03-01T03:41:00Z,1.49,Fitbit App
2025-03-01T03:42:00Z,1.49,Fitbit App
2025-03-01T03:43:00Z,1.49,Fitbit App
2025-03-01T03:44:00Z,1.49,Fitbit App
2025-03-01T03:45:00Z,1.49,Fitbit App
2025-03-01T03:46:00Z,1.49,Fitbit App
2025-03-01T03:47:00Z,1.49,Fitbit App
2025-03-01T03:48:00Z,1.49,Fitbit App
2025-03-01T03:49:00Z,1.49,Fitbit App
2025-03-01T03:50:00Z,1.49,Fitbit App
2025-03-01T03:51:00Z,1.49,Fitbit App
2025-03-01T03:52:00Z,1.49,Fitbit App
2025-03-01T03:53:00Z,1.49,Fitbit App
2025-03-01T03:54:00Z,1.49,Fitbit App
2025-03-01T03:55:00Z,1.49,Fitbit App
2025-03-01T03:56:00Z,1.49,Fitbit App
2025-03-01T03:57:00Z,1.49,Fitbit App
2025-03-01T03:58:00Z,1.49,Fitbit App
2025-03-01T03:59:00Z,1.49,Fitbit App
2025-03-01T04:00:00Z,1.49,Fitbit App
2025-03-01T04:01:00Z,1.49,Fitbit App
2025-03-01T04:02:00Z,1.49,Fitbit App
2025-03-01T04:03:00Z,1.49,Fitbit App
2025-03-01T04:04:00Z,1.49,Fitbit App
2025-03-01T04:05:00Z,1.49,Fitbit App
2025-03-01T04:06:00Z,1.49,Fitbit App
2025-03-01T04:07:00Z,1.49,Fitbit App
2025-03-01T04:08:00Z,1.49,Fitbit App
2025-03-01T04:09:00Z,1.49,Fitbit App
2025-03-01T04:10:00Z,1.49,Fitbit App
2025-03-01T04:11:00Z,1.49,Fitbit App
2025-03-01T04:12:00Z,1.49,Fitbit App
2025-03-01T04:13:00Z,1.49,Fitbit App
2025-03-01T04:14:00Z,1.49,Fitbit App
2025-03-01T04:15:00Z,1.49,Fitbit App
2025-03-01T04:16:00Z,1.49,Fitbit App
2025-03-01T04:17:00Z,1.49,Fitbit App
2025-03-01T04:18:00Z,1.49,Fitbit App
2025-03-01T04:19:00Z,1.49,Fitbit App
2025-03-01T04:20:00Z,1.49,Fitbit App
2025-03-01T04:21:00Z,1.49,Fitbit App
2025-03-01T04:22:00Z,1.49,Fitbit App
2025-03-01T04:23:00Z,1.49,Fitbit App
2025-03-01T04:24:00Z,1.49,Fitbit App
2025-03-01T04:25:00Z,1.49,Fitbit App
2025-03-01T04:26:00Z,1.49,Fitbit App
2025-03-01T04:27:00Z,1.49,Fitbit App
2025-03-01T04:28:00Z,1.49,Fitbit App
2025-03-01T04:29:00Z,1.49,Fitbit App
2025-03-01T04:30:00Z,1.49,Fitbit App
2025-03-01T04:31:00Z,1.49,Fitbit App
2025-03-01T04:32:00Z,1.49,Fitbit App
2025-03-01T04:33:00Z,1.49,Fitbit App
2025-03-01T04:34:00Z,1.49,Fitbit App
2025-03-01T04:35:00Z,1.49,Fitbit App
2025-03-01T04:36:00Z,1.49,Fitbit App
2025-03-01T04:37:00Z,1.49,Fitbit App
2025-03-01T04:38:00Z,1.49,Fitbit App
2025-03-01T04:39:00Z,1.49,Fitbit App
2025-03-01T04:40:00Z,1.49,Fitbit App
2025-03-01T04:41:00Z,1.49,Fitbit App
2025-03-01T04:42:00Z,1.49,Fitbit App
2025-03-01T04:43:00Z,1.49,Fitbit App
2025-03-01T04:44:00Z,1.49,Fitbit App
2025-03-01T04:45:00Z,1.49,Fitbit App
2025-03-01T04:46:00Z,1.49,Fitbit App
2025-03-01T04:47:00Z,1.49,Fitbit App
2025-03-01T04:48:00Z,1.49,Fitbit App
2025-03-01T04:49:00Z,1.49,Fitbit App
2025-03-01T04:50:00Z,1.49,Fitbit App
2025-03-01T04:51:00Z,1.49,Fitbit App
2025-03-01T04:52:00Z,1.49,Fitbit App
2025-03-01T04:53:00Z,1.49,Fitbit App
2025-03-01T04:54:00Z,1.49,Fitbit App
2025-03-01T04:55:00Z,1.49,Fitbit App
2025-03-01T04:56:00Z,1.49,Fitbit App
2025-03-01T04:57:00Z,1.49,Fitbit App
2025-03-01T04:58:00Z,1.49,Fitbit App
2025-03-01T04:59:00Z,1.49,Fitbit App
2025-03-01T05:00:00Z,1.49,Fitbit App
2025-03-01T05:01:00Z,1.49,Fitbit App
2025-03-01T05:02:00Z,1.49,Fitbit App
2025-03-01T05:03:00Z,1.49,Fitbit App
2025-03-01T05:04:00Z,1.49,Fitbit App
2025-03-01T05:05:00Z,3.58,Fitbit App
2025-03-01T05:06:00Z,3.88,Fitbit App
2025-03-01T05:07:00Z,1.49,Fitbit App
2025-03-01T05:08:00Z,1.49,Fitbit App
2025-03-01T05:09:00Z,1.49,Fitbit App
2025-03-01T05:10:00Z,1.49,Fitbit App
2025-03-01T05:11:00Z,1.49,Fitbit App
2025-03-01T05:12:00Z,1.49,Fitbit App
2025-03-01T05:13:00Z,1.49,Fitbit App
2025-03-01T05:14:00Z,1.49,Fitbit App
2025-03-01T05:15:00Z,3.58,Fitbit App
2025-03-01T05:16:00Z,3.58,Fitbit App
2025-03-01T05:17:00Z,1.49,Fitbit App
2025-03-01T05:18:00Z,1.49,Fitbit App
2025-03-01T05:19:00Z,1.49,Fitbit App
2025-03-01T05:20:00Z,1.49,Fitbit App
2025-03-01T05:21:00Z,1.49,Fitbit App
2025-03-01T05:22:00Z,1.49,Fitbit App
2025-03-01T05:23:00Z,1.49,Fitbit App
2025-03-01T05:24:00Z,1.49,Fitbit App
2025-03-01T05:25:00Z,1.49,Fitbit App
2025-03-01T05:26:00Z,1.49,Fitbit App
2025-03-01T05:27:00Z,1.49,Fitbit App
2025-03-01T05:28:00Z,1.49,Fitbit App
2025-03-01T05:29:00Z,1.49,Fitbit App
2025-03-01T05:30:00Z,1.49,Fitbit App
2025-03-01T05:31:00Z,1.49,Fitbit App
2025-03-01T05:32:00Z,1.49,Fitbit App
2025-03-01T05:33:00Z,1.49,Fitbit App
2025-03-01T05:34:00Z,1.49,Fitbit App
2025-03-01T05:35:00Z,1.49,Fitbit App
2025-03-01T05:36:00Z,1.49,Fitbit App
2025-03-01T05:37:00Z,1.49,Fitbit App
2025-03-01T05:38:00Z,1.49,Fitbit App
2025-03-01T05:39:00Z,1.49,Fitbit App
2025-03-01T05:40:00Z,1.49,Fitbit App
2025-03-01T05:41:00Z,1.49,Fitbit App
2025-03-01T05:42:00Z,1.49,Fitbit App
2025-03-01T05:43:00Z,1.49,Fitbit App
2025-03-01T05:44:00Z,1.49,Fitbit App
2025-03-01T05:45:00Z,1.49,Fitbit App
2025-03-01T05:46:00Z,1.49,Fitbit App
2025-03-01T05:47:00Z,1.49,Fitbit App
2025-03-01T05:48:00Z,1.49,Fitbit App
2025-03-01T05:49:00Z,1.49,Fitbit App
2025-03-01T05:50:00Z,1.49,Fitbit App
2025-03-01T05:51:00Z,1.49,Fitbit App
2025-03-01T05:52:00Z,1.49,Fitbit App
2025-03-01T05:53:00Z,1.49,Fitbit App
2025-03-01T05:54:00Z,1.49,Fitbit App
2025-03-01T05:55:00Z,1.49,Fitbit App
2025-03-01T05:56:00Z,1.49,Fitbit App
2025-03-01T05:57:00Z,1.49,Fitbit App
2025-03-01T05:58:00Z,1.49,Fitbit App
2025-03-01T05:59:00Z,3.58,Fitbit App
2025-03-01T06:00:00Z,3.88,Fitbit App
2025-03-01T06:01:00Z,1.49,Fitbit App
2025-03-01T06:02:00Z,1.49,Fitbit App
2025-03-01T06:03:00Z,1.49,Fitbit App
2025-03-01T06:04:00Z,1.49,Fitbit App
2025-03-01T06:05:00Z,1.49,Fitbit App
2025-03-01T06:06:00Z,1.49,Fitbit App
2025-03-01T06:07:00Z,1.49,Fitbit App
2025-03-01T06:08:00Z,1.49,Fitbit App
2025-03-01T06:09:00Z,1.49,Fitbit App
2025-03-01T06:10:00Z,1.49,Fitbit App
2025-03-01T06:11:00Z,1.49,Fitbit App
2025-03-01T06:12:00Z,1.49,Fitbit App
2025-03-01T06:13:00Z,1.49,Fitbit App
2025-03-01T06:14:00Z,1.49,Fitbit App
2025-03-01T06:15:00Z,1.49,Fitbit App
2025-03-01T06:16:00Z,1.49,Fitbit App
2025-03-01T06:17:00Z,1.49,Fitbit App
2025-03-01T06:18:00Z,1.49,Fitbit App
2025-03-01T06:19:00Z,1.49,Fitbit App
2025-03-01T06:20:00Z,1.49,Fitbit App
2025-03-01T06:21:00Z,1.49,Fitbit App
2025-03-01T06:22:00Z,1.49,Fitbit App
2025-03-01T06:23:00Z,1.49,Fitbit App
2025-03-01T06:24:00Z,1.49,Fitbit App
2025-03-01T06:25:00Z,1.49,Fitbit App
2025-03-01T06:26:00Z,1.49,Fitbit App
2025-03-01T06:27:00Z,1.49,Fitbit App
2025-03-01T06:28:00Z,1.49,Fitbit App
2025-03-01T06:29:00Z,1.49,Fitbit App
2025-03-01T06:30:00Z,1.49,Fitbit App
2025-03-01T06:31:00Z,1.49,Fitbit App
2025-03-01T06:32:00Z,1.49,Fitbit App
2025-03-01T06:33:00Z,1.49,Fitbit App
2025-03-01T06:34:00Z,1.49,Fitbit App
2025-03-01T06:35:00Z,1.49,Fitbit App
2025-03-01T06:36:00Z,4.18,Fitbit App
2025-03-01T06:37:00Z,4.18,Fitbit App
2025-03-01T06:38:00Z,3.58,Fitbit App
2025-03-01T06:39:00Z,1.49,Fitbit App
2025-03-01T06:40:00Z,1.49,Fitbit App
2025-03-01T06:41:00Z,1.49,Fitbit App
2025-03-01T06:42:00Z,1.49,Fitbit App
2025-03-01T06:43:00Z,3.58,Fitbit App
2025-03-01T06:44:00Z,4.18,Fitbit App
2025-03-01T06:45:00Z,3.88,Fitbit App
2025-03-01T06:46:00Z,4.18,Fitbit App
2025-03-01T06:47:00Z,4.18,Fitbit App
2025-03-01T06:48:00Z,4.18,Fitbit App
2025-03-01T06:49:00Z,1.49,Fitbit App
2025-03-01T06:50:00Z,1.49,Fitbit App
2025-03-01T06:51:00Z,1.49,Fitbit App
2025-03-01T06:51:38Z,3.58,Fitbit App
2025-03-01T06:52:38Z,4.48,Fitbit App
2025-03-01T06:53:38Z,4.18,Fitbit App
2025-03-01T06:54:38Z,3.88,Fitbit App
2025-03-01T06:55:38Z,1.49,Fitbit App
2025-03-01T06:56:38Z,1.49,Fitbit App
2025-03-01T06:57:38Z,1.49,Fitbit App
2025-03-01T06:58:38Z,1.49,Fitbit App
2025-03-01T06:59:38Z,3.88,Fitbit App
2025-03-01T07:00:38Z,5.37,Fitbit App
2025-03-01T07:01:38Z,1.49,Fitbit App
2025-03-01T07:02:38Z,1.49,Fitbit App
2025-03-01T07:03:38Z,1.49,Fitbit App
2025-03-01T07:04:38Z,1.49,Fitbit App
2025-03-01T07:05:38Z,1.49,Fitbit App
2025-03-01T07:06:38Z,1.49,Fitbit App
2025-03-01T07:07:38Z,3.58,Fitbit App
2025-03-01T07:08:38Z,3.58,Fitbit App
2025-03-01T07:09:38Z,1.49,Fitbit App
2025-03-01T07:10:38Z,1.49,Fitbit App
2025-03-01T07:11:38Z,1.49,Fitbit App
2025-03-01T07:12:38Z,1.49,Fitbit App
2025-03-01T07:13:38Z,1.49,Fitbit App
2025-03-01T07:14:38Z,1.49,Fitbit App
2025-03-01T07:15:38Z,1.49,Fitbit App
2025-03-01T07:16:38Z,1.49,Fitbit App
2025-03-01T07:17:38Z,1.49,Fitbit App
2025-03-01T07:18:38Z,1.49,Fitbit App
2025-03-01T07:19:38Z,1.49,Fitbit App
2025-03-01T07:20:38Z,1.49,Fitbit App
2025-03-01T07:21:38Z,1.49,Fitbit App
2025-03-01T07:22:38Z,1.49,Fitbit App
2025-03-01T07:23:38Z,1.49,Fitbit App
2025-03-01T07:24:38Z,1.49,Fitbit App
2025-03-01T07:25:38Z,1.49,Fitbit App
2025-03-01T07:26:38Z,1.49,Fitbit App
2025-03-01T07:27:38Z,1.49,Fitbit App
2025-03-01T07:28:38Z,1.49,Fitbit App
2025-03-01T07:29:38Z,1.49,Fitbit App
2025-03-01T07:30:38Z,1.49,Fitbit App
2025-03-01T07:31:38Z,1.49,Fitbit App
2025-03-01T07:32:38Z,1.49,Fitbit App
2025-03-01T07:33:38Z,1.49,Fitbit App
2025-03-01T07:34:38Z,1.49,Fitbit App
2025-03-01T07:35:38Z,1.49,Fitbit App
2025-03-01T07:36:38Z,1.49,Fitbit App
2025-03-01T07:37:38Z,1.49,Fitbit App
2025-03-01T07:38:38Z,1.49,Fitbit App
2025-03-01T07:39:38Z,1.49,Fitbit App
2025-03-01T07:40:38Z,1.49,Fitbit App
2025-03-01T07:41:38Z,1.49,Fitbit App
2025-03-01T07:42:38Z,1.49,Fitbit App
2025-03-01T07:43:38Z,1.49,Fitbit App
2025-03-01T07:44:38Z,1.49,Fitbit App
2025-03-01T07:45:38Z,1.49,Fitbit App
2025-03-01T07:46:38Z,3.58,Fitbit App
2025-03-01T07:47:38Z,3.58,Fitbit App
2025-03-01T07:48:38Z,1.49,Fitbit App
2025-03-01T07:49:38Z,1.49,Fitbit App
2025-03-01T07:50:38Z,1.49,Fitbit App
2025-03-01T07:51:38Z,1.49,Fitbit App
2025-03-01T07:52:38Z,1.49,Fitbit App
2025-03-01T07:53:38Z,1.49,Fitbit App
2025-03-01T07:54:38Z,1.49,Fitbit App
2025-03-01T07:55:38Z,1.49,Fitbit App
2025-03-01T07:56:38Z,1.49,Fitbit App
2025-03-01T07:57:38Z,1.49,Fitbit App
2025-03-01T07:58:38Z,1.49,Fitbit App
2025-03-01T07:59:38Z,1.49,Fitbit App
2025-03-01T08:00:38Z,1.49,Fitbit App
2025-03-01T08:01:38Z,3.58,Fitbit App
2025-03-01T08:02:38Z,3.88,Fitbit App
2025-03-01T08:03:38Z,3.58,Fitbit App
2025-03-01T08:04:38Z,3.58,Fitbit App
2025-03-01T08:05:38Z,3.88,Fitbit App
2025-03-01T08:06:38Z,3.88,Fitbit App
2025-03-01T08:07:38Z,1.49,Fitbit App
2025-03-01T08:08:38Z,1.49,Fitbit App
2025-03-01T08:09:38Z,3.88,Fitbit App
2025-03-01T08:10:38Z,3.88,Fitbit App
2025-03-01T08:11:38Z,1.49,Fitbit App
2025-03-01T08:12:38Z,1.49,Fitbit App
2025-03-01T08:13:38Z,1.49,Fitbit App
2025-03-01T08:14:38Z,1.49,Fitbit App
2025-03-01T08:15:38Z,1.49,Fitbit App
2025-03-01T08:16:38Z,1.49,Fitbit App
2025-03-01T08:17:38Z,1.49,Fitbit App
2025-03-01T08:18:38Z,1.49,Fitbit App
2025-03-01T08:19:38Z,1.49,Fitbit App
2025-03-01T08:20:38Z,3.58,Fitbit App
2025-03-01T08:21:38Z,3.58,Fitbit App
2025-03-01T08:22:38Z,1.49,Fitbit App
2025-03-01T08:23:38Z,1.49,Fitbit App
2025-03-01T08:24:38Z,1.49,Fitbit App
2025-03-01T08:25:38Z,1.49,Fitbit App
2025-03-01T08:26:38Z,1.49,Fitbit App
2025-03-01T08:27:38Z,1.49,Fitbit App
2025-03-01T08:28:38Z,1.49,Fitbit App
2025-03-01T08:29:38Z,1.49,Fitbit App
2025-03-01T08:30:38Z,1.49,Fitbit App
2025-03-01T08:31:38Z,1.49,Fitbit App
2025-03-01T08:32:38Z,1.49,Fitbit App
2025-03-01T08:33:38Z,1.49,Fitbit App
2025-03-01T08:34:38Z,1.49,Fitbit App
2025-03-01T08:35:38Z,1.49,Fitbit App
2025-03-01T08:36:38Z,1.49,Fitbit App
2025-03-01T08:37:38Z,1.49,Fitbit App
2025-03-01T08:38:38Z,1.49,Fitbit App
2025-03-01T08:39:38Z,1.49,Fitbit App
2025-03-01T08:40:38Z,1.49,Fitbit App
2025-03-01T08:41:38Z,1.49,Fitbit App
2025-03-01T08:42:38Z,1.49,Fitbit App
2025-03-01T08:43:38Z,1.49,Fitbit App
2025-03-01T08:44:38Z,1.49,Fitbit App
2025-03-01T08:45:38Z,1.49,Fitbit App
2025-03-01T08:46:38Z,1.49,Fitbit App
2025-03-01T08:47:38Z,1.49,Fitbit App
2025-03-01T08:48:38Z,1.49,Fitbit App
2025-03-01T08:49:38Z,1.49,Fitbit App
2025-03-01T08:50:38Z,1.49,Fitbit App
2025-03-01T08:51:38Z,1.49,Fitbit App
2025-03-01T08:52:38Z,1.49,Fitbit App
2025-03-01T08:53:38Z,1.49,Fitbit App
2025-03-01T08:54:38Z,1.49,Fitbit App
2025-03-01T08:55:38Z,1.49,Fitbit App
